symbol	phylostratum	taxon_name
TIGD7	8	Mammalia
SLC18B1	1	Cellular_organisms
CES5A	8	Mammalia
GAGE2A	8	Mammalia
CGB2	6	Eumetazoa
CYP4F22	3	Euk+Bac
HMBOX1	6	Eumetazoa
TRNP1	8	Mammalia
MRNIP	6	Eumetazoa
APOBEC3H	8	Mammalia
RHBDD2	7	Vertebrata
CCDC144NL	8	Mammalia
GPAT2	3	Euk+Bac
CHADL	4	Eukaryota
PSAPL1	4	Eukaryota
C11ORF87	7	Vertebrata
PWWP2B	6	Eumetazoa
SLC25A24	4	Eukaryota
REEP3	4	Eukaryota
RETSAT	3	Euk+Bac
ACSM5	1	Cellular_organisms
JHY	6	Eumetazoa
ZNF746	5	Opisthokonta
PPP4R4	4	Eukaryota
RINT1	4	Eukaryota
TMEM214	4	Eukaryota
TCTN3	4	Eukaryota
UGT3A1	8	Mammalia
DPY19L2	4	Eukaryota
MFSD12	4	Eukaryota
CRACDL	7	Vertebrata
GPR153	7	Vertebrata
SWSAP1	8	Mammalia
UFSP1	6	Eumetazoa
RPL13AP3	8	Mammalia
NIPAL1	4	Eukaryota
CDPF1	6	Eumetazoa
ADAM5	8	Mammalia
HIBCH	3	Euk+Bac
RWDD4	4	Eukaryota
RMP64	7	Vertebrata
RGMB	6	Eumetazoa
PRPF40B	4	Eukaryota
ZNF774	8	Mammalia
ZNF544	8	Mammalia
ARMC6	4	Eukaryota
ESRP1	4	Eukaryota
DPY19L2P1	8	Mammalia
EFCAB12	6	Eumetazoa
GARIN1A	8	Mammalia
NOXRED1	5	Opisthokonta
IRGC	6	Eumetazoa
TTI2	6	Eumetazoa
ANKRD54	4	Eukaryota
H3-5	4	Eukaryota
SLC30A6	4	Eukaryota
TAPT1	4	Eukaryota
KANK3	7	Vertebrata
JMJD6	4	Eukaryota
PPP1R18	8	Mammalia
FAAP20	8	Mammalia
STEAP1B	7	Vertebrata
MZT2B	6	Eumetazoa
CAVIN1	7	Vertebrata
ZCCHC8	4	Eukaryota
CDC42EP5	7	Vertebrata
C8ORF74	6	Eumetazoa
FBXL22	7	Vertebrata
RPUSD3	3	Euk+Bac
AADACL2	1	Cellular_organisms
FAM180B	8	Mammalia
MIS18BP1	4	Eukaryota
MAST2	4	Eukaryota
DHX57	4	Eukaryota
MRPL54	6	Eumetazoa
ERAP2	1	Cellular_organisms
LPCAT3	6	Eumetazoa
PLB1	5	Opisthokonta
CDC73	4	Eukaryota
SLC48A1	6	Eumetazoa
PMF1	5	Opisthokonta
GTF2H2C;	4	Eukaryota
FAM117B	6	Eumetazoa
ZNF343	6	Eumetazoa
MRPL14	6	Eumetazoa
SLC27A4	3	Euk+Bac
LLGL2	7	Vertebrata
ARMCX5	6	Eumetazoa
CC2D1A	4	Eukaryota
TATDN1	3	Euk+Bac
LETMD1	6	Eumetazoa
METTL2B	1	Cellular_organisms
MSANTD2	5	Opisthokonta
DUS1L	4	Eukaryota
C3ORF33	6	Eumetazoa
C1ORF94	8	Mammalia
TAF2	4	Eukaryota
C8ORF82	3	Euk+Bac
ZNF529	8	Mammalia
WDR93	6	Eumetazoa
MED27	6	Eumetazoa
ZFP1	6	Eumetazoa
XRRA1	6	Eumetazoa
EDC4	4	Eukaryota
CEP85	6	Eumetazoa
TMEM53	4	Eukaryota
FAHD2B	1	Cellular_organisms
EBLN2	8	Mammalia
PNCK	3	Euk+Bac
PRMT9	6	Eumetazoa
PRPF8	4	Eukaryota
TTC41P	6	Eumetazoa
C16ORF46	8	Mammalia
NEK5	7	Vertebrata
DENND1B	4	Eukaryota
FBXO42	5	Opisthokonta
MAGEL2	4	Eukaryota
ZNF585A	8	Mammalia
DNAJC24	4	Eukaryota
SCYL2	4	Eukaryota
TTC27	4	Eukaryota
PGBD2	6	Eumetazoa
MTFR2	5	Opisthokonta
ACSM6	1	Cellular_organisms
PDXDC2P	6	Eumetazoa
NIPAL3	4	Eukaryota
SFXN4	7	Vertebrata
PLBD1	4	Eukaryota
PABIR3	8	Mammalia
GOLM2	7	Vertebrata
POFUT3	4	Eukaryota
FDX2	3	Euk+Bac
ARHGAP11A	6	Eumetazoa
ATPSCKMT	1	Cellular_organisms
WDR73	7	Vertebrata
CNNM4	4	Eukaryota
NFRKB	4	Eukaryota
GGT6	7	Vertebrata
GUSBP11	3	Euk+Bac
MZT2A	6	Eumetazoa
FAHD1	3	Euk+Bac
TNFAIP8L2	5	Opisthokonta
KLC3	1	Cellular_organisms
LMOD2	7	Vertebrata
RPL22L1	4	Eukaryota
LEG1	4	Eukaryota
RNASEK	6	Eumetazoa
SLC39A4	4	Eukaryota
C22ORF39	6	Eumetazoa
TMEM71	7	Vertebrata
PKN3	4	Eukaryota
CFAP161	4	Eukaryota
ERICH5	8	Mammalia
ANKRD16	4	Eukaryota
ALKBH5	4	Eukaryota
TMEM81	7	Vertebrata
NOTUM	4	Eukaryota
FAM171B	7	Vertebrata
PDXDC1	6	Eumetazoa
ZNF530	8	Mammalia
GALNT18	7	Vertebrata
ZNF549	6	Eumetazoa
MEAK7	4	Eukaryota
INTS5	6	Eumetazoa
CCDC62	6	Eumetazoa
TRIM40	6	Eumetazoa
LRRC8B	4	Eukaryota
CYB5D1	4	Eukaryota
TMEM154	7	Vertebrata
ZNF449	5	Opisthokonta
CNKSR3	5	Opisthokonta
GIMAP6	4	Eukaryota
CSAG1	8	Mammalia
VWA1	7	Vertebrata
RSBN1L	6	Eumetazoa
ABHD17C	3	Euk+Bac
SLC27A1	3	Euk+Bac
EMB	6	Eumetazoa
RFWD3	4	Eukaryota
PGM2L1	3	Euk+Bac
FBXL19	5	Opisthokonta
CTR9	3	Euk+Bac
AAGAB	6	Eumetazoa
SPAG11A	8	Mammalia
ZNF880	8	Mammalia
FAM199X	6	Eumetazoa
PRSS54	8	Mammalia
ZCCHC12	8	Mammalia
KRTAP26-1	8	Mammalia
TEX38	8	Mammalia
GJB7	7	Vertebrata
TMEM88	7	Vertebrata
TUBA3E	4	Eukaryota
PODNL1	3	Euk+Bac
ZNF613	8	Mammalia
TTC23L	3	Euk+Bac
TRMT10B	4	Eukaryota
KLHL35	8	Mammalia
MORN3	4	Eukaryota
PPIP5K1	4	Eukaryota
ZNF790	8	Mammalia
PSRC1	8	Mammalia
SKIC3	4	Eukaryota
DRICH1	8	Mammalia
BORA	6	Eumetazoa
C16ORF87	6	Eumetazoa
DCUN1D2	4	Eukaryota
ULK3	4	Eukaryota
IYD	3	Euk+Bac
CNIH2	4	Eukaryota
SHQ1	4	Eukaryota
KCTD18	4	Eukaryota
DARS2	3	Euk+Bac
LILRA6	8	Mammalia
GPRASP3	6	Eumetazoa
TMEM65	4	Eukaryota
HOATZ	6	Eumetazoa
INO80C	4	Eukaryota
TTC33	4	Eukaryota
KLHDC10	6	Eumetazoa
SYCE2	8	Mammalia
MYO7B	4	Eukaryota
CCDC174	4	Eukaryota
HAGHL	3	Euk+Bac
FBXO38	6	Eumetazoa
KCNIP4	4	Eukaryota
SLC23A3	3	Euk+Bac
KCNV1	7	Vertebrata
NCEH1	1	Cellular_organisms
FOXR1	7	Vertebrata
SLC25A34	4	Eukaryota
FIGNL1	2	Euk_Archaea
ARMH1	6	Eumetazoa
TENT2	4	Eukaryota
TRAT1	7	Vertebrata
SPSB3	6	Eumetazoa
FBXO46	7	Vertebrata
TRIM65	4	Eukaryota
POMZP3	7	Vertebrata
RHBDF2	4	Eukaryota
MIDEAS	6	Eumetazoa
BRAT1	6	Eumetazoa
LRFN4	6	Eumetazoa
WDR59	4	Eukaryota
DCLRE1A	4	Eukaryota
FOXR2	7	Vertebrata
ZC3H14	4	Eukaryota
CNST	7	Vertebrata
CCDC137	5	Opisthokonta
OGFOD3	6	Eumetazoa
DNM1P34	8	Mammalia
ZNF773	5	Opisthokonta
TXNDC11	6	Eumetazoa
LARP1	4	Eukaryota
DHRS4L2	3	Euk+Bac
DOK6	6	Eumetazoa
ATAD2	4	Eukaryota
TMED8	7	Vertebrata
BRICD5	7	Vertebrata
SLC30A9	1	Cellular_organisms
XKRX	7	Vertebrata
GPR179	6	Eumetazoa
CEMP1	8	Mammalia
CPLX2	6	Eumetazoa
SLC2A7	3	Euk+Bac
TRAF7	4	Eukaryota
SLC25A47	4	Eukaryota
LVRN	1	Cellular_organisms
CRIP3	4	Eukaryota
SPAG17	5	Opisthokonta
APOA5	7	Vertebrata
CD200R1L	7	Vertebrata
TMEM220	6	Eumetazoa
CORO6	4	Eukaryota
DEGS2	4	Eukaryota
PAOX	3	Euk+Bac
FIGLA	6	Eumetazoa
USP17L6P	4	Eukaryota
ADGRD1	6	Eumetazoa
BLOC1S3	7	Vertebrata
BLOC1S2	4	Eukaryota
SCAND3	8	Mammalia
RICTOR	4	Eukaryota
USP17L2	4	Eukaryota
WDR74	4	Eukaryota
DUX4L9	6	Eumetazoa
BRWD3	4	Eukaryota
VHLL	6	Eumetazoa
SPATA8	8	Mammalia
AGTRAP	6	Eumetazoa
POTEH	8	Mammalia
SHC4	5	Opisthokonta
POTEE	8	Mammalia
POTEA	3	Euk+Bac
ZNF474	4	Eukaryota
TSSK4	4	Eukaryota
FAM111B	8	Mammalia
TBPL2	2	Euk_Archaea
SAMD1	6	Eumetazoa
SMARCD3	4	Eukaryota
SARM1	6	Eumetazoa
RASL11A	4	Eukaryota
ARL9	7	Vertebrata
SLC22A25	4	Eukaryota
PLPPR3	7	Vertebrata
NHS	7	Vertebrata
PAQR6	3	Euk+Bac
PAQR3	3	Euk+Bac
KLHL17	6	Eumetazoa
DNAI7	4	Eukaryota
CCDC171	6	Eumetazoa
KLHL24	6	Eumetazoa
PADI6	8	Mammalia
OPN5	6	Eumetazoa
ZNF322	5	Opisthokonta
SLC4A10	7	Vertebrata
IGF2-AS	8	Mammalia
METAP1D	3	Euk+Bac
MTHFD1L	1	Cellular_organisms
ANKRD12	5	Opisthokonta
ANKRD11	6	Eumetazoa
SPINT4	8	Mammalia
TMEM270	8	Mammalia
AFTPH	6	Eumetazoa
FIP1L1	4	Eukaryota
PLET1	8	Mammalia
SPMIP8	6	Eumetazoa
CRTC3	6	Eumetazoa
CRTC1	6	Eumetazoa
SASS6	4	Eukaryota
CSPG4	6	Eumetazoa
KCNT2	4	Eukaryota
CLEC2A	6	Eumetazoa
MOXD1	6	Eumetazoa
CBLN3	8	Mammalia
CYP20A1	6	Eumetazoa
SFTA2	8	Mammalia
REG3G	6	Eumetazoa
IGFL1	8	Mammalia
SPESP1	8	Mammalia
ATRAID	6	Eumetazoa
PCSK4	4	Eukaryota
POGLUT2	4	Eukaryota
TMEM205	4	Eukaryota
UQCC3	8	Mammalia
EPGN	7	Vertebrata
IL27RA	8	Mammalia
PRSS55	7	Vertebrata
C16ORF54	8	Mammalia
LRSAM1	4	Eukaryota
CLPSL2	8	Mammalia
SCIMP	8	Mammalia
NXPE4	6	Eumetazoa
FAM180A	7	Vertebrata
UNQ1945	6	Eumetazoa
GASK1B	6	Eumetazoa
TEX261	4	Eukaryota
PARM1	8	Mammalia
SHISA2	7	Vertebrata
SLC9D1	1	Cellular_organisms
CD164L2	8	Mammalia
GPR15LG	8	Mammalia
SUSD1	7	Vertebrata
KIRREL2	8	Mammalia
GLIPR1L1	8	Mammalia
UNQ2963	8	Mammalia
LCTL	3	Euk+Bac
UGT2A3	1	Cellular_organisms
LYPD4	8	Mammalia
LYPD5	8	Mammalia
SPINK6	8	Mammalia
DHRS11	1	Cellular_organisms
LCLAT1	3	Euk+Bac
SBSN	8	Mammalia
LYZL1	6	Eumetazoa
IGFL2	8	Mammalia
ENPP6	6	Eumetazoa
PET117	6	Eumetazoa
ENHO	8	Mammalia
C5ORF46	8	Mammalia
GLB1L	3	Euk+Bac
C6ORF89	7	Vertebrata
MPZL3	7	Vertebrata
ENPP7	6	Eumetazoa
SHISAL2A	8	Mammalia
LCN15	7	Vertebrata
CES3	8	Mammalia
TMEM207	7	Vertebrata
HHIPL2	3	Euk+Bac
ARSK	3	Euk+Bac
PRSS57	6	Eumetazoa
OLFML1	6	Eumetazoa
ABRAXAS1	4	Eukaryota
LMBR1L	4	Eukaryota
CWC27	3	Euk+Bac
OLFM4	6	Eumetazoa
DHRS13	3	Euk+Bac
LAYN	7	Vertebrata
VSTM1	8	Mammalia
SNORC	7	Vertebrata
AMTN	8	Mammalia
TMEM107	6	Eumetazoa
BTNL8	6	Eumetazoa
ALKAL2	7	Vertebrata
C17ORF99	8	Mammalia
TMT1B	1	Cellular_organisms
DRAM2	6	Eumetazoa
XKR5	6	Eumetazoa
PLXDC2	5	Opisthokonta
B3GNT9	7	Vertebrata
C16ORF89	6	Eumetazoa
LYPD8	8	Mammalia
ZDHHC24	4	Eukaryota
C6ORF15	8	Mammalia
FAM131A	7	Vertebrata
IGFL3	8	Mammalia
CXCL17	8	Mammalia
LYPD2	8	Mammalia
CLEC4G	8	Mammalia
PI16	3	Euk+Bac
MAMDC4	6	Eumetazoa
HRCT1	8	Mammalia
SEZ6L2	7	Vertebrata
SLC49A3	4	Eukaryota
BTNL3	6	Eumetazoa
TMEM108	7	Vertebrata
CLEC18B	7	Vertebrata
ELAPOR1	4	Eukaryota
CD300LG	8	Mammalia
BTNL9	8	Mammalia
ANGPTL8	8	Mammalia
CRELD2	5	Opisthokonta
CCBE1	7	Vertebrata
PAMR1	6	Eumetazoa
VIT	3	Euk+Bac
NPNT	6	Eumetazoa
ISLR2	7	Vertebrata
LRRN1	6	Eumetazoa
IL20RB	7	Vertebrata
LRIG3	3	Euk+Bac
TREML4	8	Mammalia
TOMM20L	5	Opisthokonta
CLEC9A	8	Mammalia
WDR82	1	Cellular_organisms
TMEM14EP	4	Eukaryota
FAM151B	6	Eumetazoa
C2ORF66	8	Mammalia
SERPINA13P	3	Euk+Bac
CLEC19A	6	Eumetazoa
CASP12	8	Mammalia
ALKAL1	7	Vertebrata
ABHD15	3	Euk+Bac
UNQ9165/PRO28630	8	Mammalia
GSG1L	6	Eumetazoa
TMEM92	8	Mammalia
GFRAL	6	Eumetazoa
IZUMO2	8	Mammalia
APOOL	7	Vertebrata
UNQ6167	8	Mammalia
ITIH6	3	Euk+Bac
RSPO2	4	Eukaryota
BAIAP2L2	7	Vertebrata
TMC5	6	Eumetazoa
TMIGD1	6	Eumetazoa
CD300LD	7	Vertebrata
UNC5D	7	Vertebrata
LRRC31	7	Vertebrata
CEACAM20	6	Eumetazoa
DLK2	7	Vertebrata
UNQ5830/PRO19650/PRO19816	8	Mammalia
ADAMTSL4	6	Eumetazoa
LINGO4	8	Mammalia
PATE2	8	Mammalia
DLEU7	7	Vertebrata
FAT4	5	Opisthokonta
CYP26C1	3	Euk+Bac
DCHS2	6	Eumetazoa
DPP8	3	Euk+Bac
CFAP299	4	Eukaryota
ZNF562	5	Opisthokonta
KSR2	6	Eumetazoa
FOXD4L3	8	Mammalia
WASH2P	4	Eukaryota
ATF7IP	6	Eumetazoa
RANBP10	4	Eukaryota
TFAP2E	6	Eumetazoa
NHLRC1	7	Vertebrata
CYP2R1	4	Eukaryota
PACS1	5	Opisthokonta
DPPA3	8	Mammalia
BCOR	6	Eumetazoa
GDPD4	8	Mammalia
MUC6	8	Mammalia
NPSR1	6	Eumetazoa
RAD9B	4	Eukaryota
MPRIP	6	Eumetazoa
RAB11FIP1	6	Eumetazoa
CHRDL2	6	Eumetazoa
IGSF10	6	Eumetazoa
ZYG11A	6	Eumetazoa
C12ORF54	8	Mammalia
SOSTDC1	6	Eumetazoa
NSMF	6	Eumetazoa
ZPBP2	7	Vertebrata
FBXW12	6	Eumetazoa
PP632	8	Mammalia
ASCL4	6	Eumetazoa
RBMS3	4	Eukaryota
SCGB1D4	8	Mammalia
CASC2	8	Mammalia
RPTN	4	Eukaryota
TPTE2	4	Eukaryota
NAPRT	1	Cellular_organisms
SLC30A10	1	Cellular_organisms
DSTYK	6	Eumetazoa
LBX2	4	Eukaryota
SYT10	7	Vertebrata
LIPI	6	Eumetazoa
DNMBP	5	Opisthokonta
HACD2	4	Eukaryota
B3GLCT	4	Eukaryota
DNAJC14	4	Eukaryota
GIGYF2	6	Eumetazoa
SLC36A4	4	Eukaryota
COX6B2	4	Eukaryota
CD109	3	Euk+Bac
THADA	4	Eukaryota
TMEM64	3	Euk+Bac
HSDL2	3	Euk+Bac
KYAT3	3	Euk+Bac
B3GNT6	4	Eukaryota
TMEM184A	4	Eukaryota
SIGLEC15	6	Eumetazoa
SPNS3	3	Euk+Bac
CERS6	4	Eukaryota
SLC39A5	5	Opisthokonta
PPP1R21	4	Eukaryota
GLDN	6	Eumetazoa
SCARA5	7	Vertebrata
IL34	7	Vertebrata
ADAMTSL5	6	Eumetazoa
PDZRN4	6	Eumetazoa
CCNI2	4	Eukaryota
THSD4	6	Eumetazoa
AATK	7	Vertebrata
LDHAL6A	1	Cellular_organisms
TMPRSS11A	6	Eumetazoa
ZNF852	8	Mammalia
ZNF783	8	Mammalia
STAC2	5	Opisthokonta
KDM7A	5	Opisthokonta
DTHD1	6	Eumetazoa
C3P1	6	Eumetazoa
TRIM72	6	Eumetazoa
PPP4R3C	4	Eukaryota
LEKR1	7	Vertebrata
ZNF730	8	Mammalia
KIF6	4	Eukaryota
ZNF782	8	Mammalia
EML6	4	Eukaryota
SPOCD1	8	Mammalia
WDR88	3	Euk+Bac
ZNF517	6	Eumetazoa
RNF19B	4	Eukaryota
SYNE3	7	Vertebrata
MAMSTR	8	Mammalia
MEX3B	6	Eumetazoa
ZNF813	8	Mammalia
ZNF66	8	Mammalia
ZNF793	8	Mammalia
MAP3K15	4	Eukaryota
LIN28B	4	Eukaryota
AEBP2	6	Eumetazoa
ZNF841	6	Eumetazoa
MACC1	6	Eumetazoa
BNC2	6	Eumetazoa
ETV3L	8	Mammalia
UNC5A	6	Eumetazoa
DEF8	4	Eukaryota
ZNF574	6	Eumetazoa
ZFP2	8	Mammalia
GBP6	4	Eukaryota
DPY19L2P2	8	Mammalia
ZNF705A	5	Opisthokonta
CCDC81	6	Eumetazoa
ZNF836	8	Mammalia
RNF111	4	Eukaryota
FRRS1	6	Eumetazoa
XNDC1N	8	Mammalia
NFXL1	4	Eukaryota
AGMO	3	Euk+Bac
ZNF704	6	Eumetazoa
MBOAT1	4	Eukaryota
ATG14	6	Eumetazoa
RUFY4	8	Mammalia
ACP7	4	Eukaryota
ZNF620	7	Vertebrata
ZNF600	8	Mammalia
DBX2	6	Eumetazoa
KRABD2	8	Mammalia
ZNF497	8	Mammalia
GCNT7	7	Vertebrata
NBEAL2	4	Eukaryota
TIFAB	7	Vertebrata
FGD5	4	Eukaryota
SPMIP10	8	Mammalia
LRRC69	4	Eukaryota
TMEM91	7	Vertebrata
GDPGP1	4	Eukaryota
RBM44	7	Vertebrata
SLC66A1	4	Eukaryota
BICDL1	6	Eumetazoa
ATP11AUN	8	Mammalia
TMEM182	7	Vertebrata
CCDC141	8	Mammalia
HCG_2045085	8	Mammalia
DGAT2L6	4	Eukaryota
DPY19L3	4	Eukaryota
FOXI2	5	Opisthokonta
SLCO4C1	6	Eumetazoa
SPATA31D1	8	Mammalia
WDR87	4	Eukaryota
CFAP77	6	Eumetazoa
ZNF788P	5	Opisthokonta
IDO2	5	Opisthokonta
LIAT1	8	Mammalia
LRRC74B	4	Eukaryota
GADL1	1	Cellular_organisms
DNAH12	5	Opisthokonta
PLEKHG7	6	Eumetazoa
ZNF493	8	Mammalia
RTL4	8	Mammalia
C17ORF107	8	Mammalia
C4ORF50	8	Mammalia
FLJ45079	5	Opisthokonta
ZNF818P	8	Mammalia
RNF207	6	Eumetazoa
CATSPERG	6	Eumetazoa
OTOG	7	Vertebrata
C15ORF39	8	Mammalia
ARHGAP36	5	Opisthokonta
CCDC73	6	Eumetazoa
PRR23C	8	Mammalia
QSOX2	4	Eukaryota
MMS22L	6	Eumetazoa
TLCD5	4	Eukaryota
LRRC9	4	Eukaryota
SRCAP	4	Eukaryota
ITPRID1	8	Mammalia
PRR23B	8	Mammalia
FAM83H	7	Vertebrata
RBPMS2	4	Eukaryota
DNM1P46	8	Mammalia
CLEC17A	8	Mammalia
RINL	8	Mammalia
RIPOR1	6	Eumetazoa
ZNF662	6	Eumetazoa
NBEAL1	4	Eukaryota
COLCA1	8	Mammalia
PEAK3	7	Vertebrata
WDFY4	7	Vertebrata
RGS9BP	7	Vertebrata
HCG_2045177	8	Mammalia
GK5	3	Euk+Bac
LRRC55	6	Eumetazoa
LINC00299	8	Mammalia
ZBTB49	5	Opisthokonta
RBM43	7	Vertebrata
ARK2C	4	Eukaryota
INSYN2A	7	Vertebrata
CAPN12	4	Eukaryota
C1ORF122	8	Mammalia
SHISA6	7	Vertebrata
SLC16A12	3	Euk+Bac
ZNF621	6	Eumetazoa
MFSD6	6	Eumetazoa
LCNL1	7	Vertebrata
CYP2G1P	4	Eukaryota
PPP1R3F	8	Mammalia
ARHGEF18	5	Opisthokonta
TSHZ1	7	Vertebrata
TBC1D9	4	Eukaryota
UBR3	4	Eukaryota
TMPPE	3	Euk+Bac
FAM43B	6	Eumetazoa
ZNF826P	8	Mammalia
SLC25A48	4	Eukaryota
TTLL7	4	Eukaryota
TRIM67	6	Eumetazoa
ZNF833P	5	Opisthokonta
RFLNA	7	Vertebrata
ANKRD13D	4	Eukaryota
RASSF6	6	Eumetazoa
CDHR3	7	Vertebrata
CFAP47	4	Eukaryota
CIBAR2	6	Eumetazoa
EP400P1	8	Mammalia
TPGS1	6	Eumetazoa
MSANTD1	6	Eumetazoa
SEPTIN14	5	Opisthokonta
CRACD	6	Eumetazoa
CLEC20A	8	Mammalia
KIAA0408	7	Vertebrata
CFAP65	4	Eukaryota
UBN2	6	Eumetazoa
BEND4	7	Vertebrata
SPATA31F1	8	Mammalia
CEP128	1	Cellular_organisms
SPATA31E1	8	Mammalia
LINC00336	8	Mammalia
TPRG1	6	Eumetazoa
C3ORF62	8	Mammalia
PIK3AP1	6	Eumetazoa
TMEM26	6	Eumetazoa
LINC03042	8	Mammalia
ARHGAP27	4	Eukaryota
CCDC121	8	Mammalia
CCDC149	6	Eumetazoa
NKAPD1	6	Eumetazoa
FRMD7	5	Opisthokonta
CCDC9B	6	Eumetazoa
DENND5B	7	Vertebrata
FOXL2NB	8	Mammalia
ACOT7L	1	Cellular_organisms
TOGARAM2	4	Eukaryota
LHFPL2	6	Eumetazoa
PNPLA7	3	Euk+Bac
RFX8	5	Opisthokonta
LINC00173	8	Mammalia
FAM47E	6	Eumetazoa
LANCL3	4	Eukaryota
FGD6	4	Eukaryota
LINC02898	8	Mammalia
SH2D5	7	Vertebrata
NYAP1	7	Vertebrata
STOX1	6	Eumetazoa
PHLPP2	4	Eukaryota
GOLT1A	4	Eukaryota
GPRIN3	8	Mammalia
ESPNL	7	Vertebrata
TMEM179	6	Eumetazoa
NUDT18	6	Eumetazoa
KIAA1549L	6	Eumetazoa
TOM1L2	4	Eukaryota
HJV	6	Eumetazoa
CFAP144P1	6	Eumetazoa
TTLL10	4	Eukaryota
CFAP20DC	6	Eumetazoa
IL17REL	7	Vertebrata
NCCRP1	7	Vertebrata
PAQR9	3	Euk+Bac
ASB18	4	Eukaryota
PTCHD4	7	Vertebrata
C16ORF86	8	Mammalia
SYDE1	7	Vertebrata
PAXIP1	4	Eukaryota
BBS12	6	Eumetazoa
ANKS3	6	Eumetazoa
C3ORF57	8	Mammalia
KCTD8	6	Eumetazoa
PLEKHM3	4	Eukaryota
NEK10	5	Opisthokonta
RFPL4B	8	Mammalia
STXBP4	4	Eukaryota
KCP	6	Eumetazoa
RHEX	8	Mammalia
TMPRSS11F	6	Eumetazoa
CYP4V2	1	Cellular_organisms
MBOAT2	4	Eukaryota
TMTC3	3	Euk+Bac
GTF2H5	4	Eukaryota
KRTAP5-5	8	Mammalia
KRTAP5-2	6	Eumetazoa
XIRP1	7	Vertebrata
VPS13C	4	Eukaryota
ACAD11	3	Euk+Bac
USP49	4	Eukaryota
USP34	4	Eukaryota
USP30	4	Eukaryota
USP31	4	Eukaryota
RAPH1	6	Eumetazoa
USP53	7	Vertebrata
USP51	4	Eukaryota
USP54	6	Eumetazoa
USP45	4	Eukaryota
USP50	4	Eukaryota
USP43	4	Eukaryota
SLC25A26	4	Eukaryota
MOB2	6	Eumetazoa
MOB3C	4	Eukaryota
UNC13D	7	Vertebrata
CHSY3	8	Mammalia
CREB3L2	6	Eumetazoa
IKBIP	7	Vertebrata
ZNF365	6	Eumetazoa
PREX2	6	Eumetazoa
HTR3D	8	Mammalia
FRA10AC1	4	Eukaryota
CEFIP	8	Mammalia
UBE2R2	4	Eukaryota
CYS1	8	Mammalia
KCTD1	6	Eumetazoa
AHSA2P	4	Eukaryota
H3C15	4	Eukaryota
CENPU	7	Vertebrata
MED13L	4	Eukaryota
ILDR2	7	Vertebrata
LARP4	6	Eumetazoa
SMIM5	8	Mammalia
TMUB2	6	Eumetazoa
TLCD3B	4	Eukaryota
SLC24A5	1	Cellular_organisms
MED25	4	Eukaryota
TUBA1A	4	Eukaryota
H2AZ2	4	Eukaryota
RPS27L	2	Euk_Archaea
WUGSC:H_NH0148M21.3	8	Mammalia
ZNF767P	8	Mammalia
CBLL1	4	Eukaryota
FBN3	4	Eukaryota
MIR17HG	8	Mammalia
INTS8	4	Eukaryota
PGAP1	4	Eukaryota
ANO5	4	Eukaryota
GAREM2	6	Eumetazoa
H1-7	8	Mammalia
UTS2B	7	Vertebrata
MTSS2	5	Opisthokonta
BRINP3	6	Eumetazoa
SLC35D2	4	Eukaryota
NOL8	4	Eukaryota
PDZD4	6	Eumetazoa
SSH2	4	Eukaryota
SPATC1	8	Mammalia
B4GALNT4	5	Opisthokonta
ZNF534	5	Opisthokonta
ASXL2	6	Eumetazoa
ADAMTS13	7	Vertebrata
CCDC80	7	Vertebrata
ERN2	4	Eukaryota
CEP68	7	Vertebrata
HECW1	4	Eukaryota
KNDC1	6	Eumetazoa
BTN2A1	6	Eumetazoa
SUPT6H	4	Eukaryota
SND1	4	Eukaryota
MARK2	4	Eukaryota
COX15	3	Euk+Bac
DDX46	4	Eukaryota
RUFY3	6	Eumetazoa
SV2A	3	Euk+Bac
RHOU	6	Eumetazoa
RNF44	4	Eukaryota
TRIL	4	Eukaryota
ERICH6	6	Eumetazoa
TRMT10C	4	Eukaryota
DPPA4	8	Mammalia
SV2B	1	Cellular_organisms
BZW1	4	Eukaryota
CHST9	7	Vertebrata
CYB5R4	3	Euk+Bac
MON1B	4	Eukaryota
LRRC8D	3	Euk+Bac
ABHD13	3	Euk+Bac
ASRGL1	1	Cellular_organisms
KCTD9	1	Cellular_organisms
DHX30	6	Eumetazoa
EIF3M	4	Eukaryota
MEPCE	4	Eukaryota
TEDC2	7	Vertebrata
ZNF765	5	Opisthokonta
CENPQ	7	Vertebrata
ARMCX2	6	Eumetazoa
CDC37L1	4	Eukaryota
ZNF771	5	Opisthokonta
PARS2	1	Cellular_organisms
RTL10	8	Mammalia
MIGA2	6	Eumetazoa
RSRC2	6	Eumetazoa
BEND5	7	Vertebrata
ARMCX6	6	Eumetazoa
FCRLA	6	Eumetazoa
RRAGA	4	Eukaryota
CYFIP1	4	Eukaryota
MCM10	4	Eukaryota
DOK3	6	Eumetazoa
NDUFAF7	3	Euk+Bac
ATOSB	7	Vertebrata
FA2H	4	Eukaryota
GET4	4	Eukaryota
GDPD3	3	Euk+Bac
COPS6	4	Eukaryota
LPCAT2	4	Eukaryota
ENOSF1	1	Cellular_organisms
DET1	4	Eukaryota
MAEA	4	Eukaryota
G2E3	6	Eumetazoa
EPM2AIP1	6	Eumetazoa
H2AC25	4	Eukaryota
DHX32	3	Euk+Bac
TAOK1	4	Eukaryota
RAB11FIP2	6	Eumetazoa
VASH1	4	Eukaryota
SYT13	7	Vertebrata
SH3BP5L	5	Opisthokonta
